ind,new_cation,new_anion,Experimental logEC50,group
233,CCCCCC[n+]1ccccc1,[Cl-],2.8,CCCCCC[n+]1ccccc1.[Cl-]
179,CCOC(=O)C[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.592176757,CCOC(=O)C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
281,CCCCCCCCCCn1cc[n+](C)c1,[Cl-],1.34,CCCCCCCCCCn1cc[n+](C)c1.[Cl-]
313,C[N+]1(CCO)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.65,C[N+]1(CCO)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
81,C[N+]1(CC#N)CCCC1,[Cl-],4.23,C[N+]1(CC#N)CCCC1.[Cl-]
7,COCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.16,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
300,CCOCC[N+]1(C)CCOCC1,[Br-],4.6,CCOCC[N+]1(C)CCOCC1.[Br-]
1,CCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.16,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
104,CCCC[n+]1ccc(C)cc1,F[P-](F)(F)(F)(F)F,3.3,CCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F
102,C[N+]1(Cc2ccccc2)CCOCC1,O=C1[N-]S(=O)(=O)c2ccccc21,3.5,C[N+]1(Cc2ccccc2)CCOCC1.O=C1[N-]S(=O)(=O)c2ccccc21
156,CCCCCCn1cc[n+](C)c1,O=C1[N-]S(=O)(=O)c2ccccc21,2.307496038,CCCCCCn1cc[n+](C)c1.O=C1[N-]S(=O)(=O)c2ccccc21
240,C[n+]1ccn(CCCCCCCCO)c1,[Br-],2.357934847,C[n+]1ccn(CCCCCCCCO)c1.[Br-]
323,CCCC[n+]1ccccc1,COS(=O)(=O)[O-],3.92,CCCC[n+]1ccccc1.COS(=O)(=O)[O-]
266,C[N+]1(CCCO)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.53,C[N+]1(CCCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
263,C[N+]1(C#N)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.53,C[N+]1(C#N)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
115,CCCC[n+]1cccc(C)c1,[Cl-],3.86,CCCC[n+]1cccc(C)c1.[Cl-]
319,CCCC[n+]1ccc(N(C)C)cc1,[Cl-],1.94,CCCC[n+]1ccc(N(C)C)cc1.[Cl-]
122,CCCC[n+]1ccc(C)c(C)c1,F[B-](F)(F)F,3.02,CCCC[n+]1ccc(C)c(C)c1.F[B-](F)(F)F
103,C[N+]1(Cc2ccccc2)CCOCC1,C/C=C/C(=O)[O-],4.15,C[N+]1(Cc2ccccc2)CCOCC1.C/C=C/C(=O)[O-]
255,CCCCCCCC[N+]1(C)CCCC1,F[B-](F)(F)F,1.82,CCCCCCCC[N+]1(C)CCCC1.F[B-](F)(F)F
234,CCCC[n+]1ccccc1C,F[B-](F)(F)F,3.25,CCCC[n+]1ccccc1C.F[B-](F)(F)F
239,OCC[NH2+]CCO,CCC(=O)[O-],3.767155866,OCC[NH2+]CCO.CCC(=O)[O-]
161,CCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2.58,CCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
328,CCCCCC[N+]1(CCCCCC)CCCC1,F[B-](F)(F)F,1.23,CCCCCC[N+]1(CCCCCC)CCCC1.F[B-](F)(F)F
183,CCCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.41,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
262,CCCC[N+]1(C)CCCCC1,[Br-],4.03,CCCC[N+]1(C)CCCCC1.[Br-]
223,CCCCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,3.4,CCCCCCOC[n+]1cccc(O)c1.CC1=CC(=O)[N-]S(=O)(=O)O1
189,CCOC[n+]1ccccc1,[Cl-],3.32,CCOC[n+]1ccccc1.[Cl-]
63,CCOCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.27,CCOCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
285,CCCCn1cc[n+](CC)c1,O=C([O-])C(F)(F)F,3.31386722,CCCCn1cc[n+](CC)c1.O=C([O-])C(F)(F)F
174,CCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2.980003372,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
192,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,1.59,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
256,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,1.591064607,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
95,CC[N+](C)(C)CCCOC,[Cl-],4.9,CC[N+](C)(C)CCCOC.[Cl-]
107,CC[n+]1ccc(N(C)C)cc1,[Br-],2.9,CC[n+]1ccc(N(C)C)cc1.[Br-]
23,CC[N+](CC)(CC)CC,c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,1.17,CC[N+](CC)(CC)CC.c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1
243,C[N+]1(Cc2ccccc2)CCOCC1,O=C[O-],4.1,C[N+]1(Cc2ccccc2)CCOCC1.O=C[O-]
165,CCCC[n+]1cccc2ccccc21,[Br-],2.32,CCCC[n+]1cccc2ccccc21.[Br-]
18,CCCCCCn1cc[n+](C)c1,[Cl-],2.82,CCCCCCn1cc[n+](C)c1.[Cl-]
59,CCCCCCn1cc[n+](C)c1,[Cl-],2.85,CCCCCCn1cc[n+](C)c1.[Cl-]
20,CCCCCCCCn1cc[n+](C)c1,CCCCCCCCOS(=O)(=O)[O-],1.525044807,CCCCCCCCn1cc[n+](C)c1.CCCCCCCCOS(=O)(=O)[O-]
94,CCCCn1cc[n+](C)c1,[C-]#[O+],2.447158031,CCCCn1cc[n+](C)c1.[C-]#[O+]
184,CCn1cc[n+](C)c1,CC(=O)[O-],4.23,CCn1cc[n+](C)c1.CC(=O)[O-]
185,CCn1cc[n+](C)c1,CC(=O)[O-],4.225309282,CCn1cc[n+](C)c1.CC(=O)[O-]
141,C[n+]1ccn(CCO)c1,[I-],4.6,C[n+]1ccn(CCO)c1.[I-]
231,CCCCCCC[NH+]1C=CN(C)C1,[Cl-],2.53,CCCCCCC[NH+]1C=CN(C)C1.[Cl-]
212,CCCC[N+](C)(C)CC,[Cl-],4.6,CCCC[N+](C)(C)CC.[Cl-]
140,CCCCn1cc[n+](C)c1,CCCCCCCCOS(=O)(=O)[O-],3.225309282,CCCCn1cc[n+](C)c1.CCCCCCCCOS(=O)(=O)[O-]
90,CCCCCCCC[N+]1(C)CCCC1,[Cl-],2.59,CCCCCCCC[N+]1(C)CCCC1.[Cl-]
228,COCC[n+]1ccccc1,[Cl-],4.6,COCC[n+]1ccccc1.[Cl-]
311,OCC[NH2+]CCO,CC(C)C(=O)[O-],3.474216264,OCC[NH2+]CCO.CC(C)C(=O)[O-]
34,CCCCn1cc[n+](C)c1,FC(F)(F)[N-]C(F)(F)F,2.187520721,CCCCn1cc[n+](C)c1.FC(F)(F)[N-]C(F)(F)F
75,CCOC(=O)C[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.53,CCOC(=O)C[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
186,C[N+]1(CC#N)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.8,C[N+]1(CC#N)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
331,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],3.97,CCn1cc[n+](C)c1.CS(=O)(=O)[O-]
28,CCn1cc[n+](C)c1,COS(=O)(=O)[O-],4.2,CCn1cc[n+](C)c1.COS(=O)(=O)[O-]
209,COCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.3,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
252,C[n+]1ccn(CCCCO)c1,[Cl-],3.78,C[n+]1ccn(CCCCO)c1.[Cl-]
211,C[n+]1ccn(Cc2ccccc2)c1,[Cl-],3.3,C[n+]1ccn(Cc2ccccc2)c1.[Cl-]
274,CC[N+](C)(C)CCO,[I-],4.6,CC[N+](C)(C)CCO.[I-]
50,CCCC[N+]1(C)CCCC1,[Cl-],4.6,CCCC[N+]1(C)CCCC1.[Cl-]
315,CCOC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.41,CCOC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
163,CCCCCCCC[n+]1cccc(C)c1,[Cl-],1.47,CCCCCCCC[n+]1cccc(C)c1.[Cl-]
317,CCOC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.12,CCOC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
31,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,4.09,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
125,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,4.086359831,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
188,OCC[NH+](CCO)CCO,CCCC(=O)[O-],3.394451681,OCC[NH+](CCO)CCO.CCCC(=O)[O-]
130,CCCCCC[n+]1ccn(C)c1C,F[B-](F)(F)F,1.9,CCCCCC[n+]1ccn(C)c1C.F[B-](F)(F)F
71,CCCCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,3.29,CCCCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1
296,CCCCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,3.290034611,CCCCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1
249,CCCC[n+]1ccc(C)c(C)c1,[Cl-],3.05,CCCC[n+]1ccc(C)c(C)c1.[Cl-]
45,OCC[NH2+]CCO,CCCCC(=O)[O-],3.72427587,OCC[NH2+]CCO.CCCCC(=O)[O-]
159,CCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N,3.5,CCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N
264,OCCC[n+]1ccccc1,[Cl-],4.6,OCCC[n+]1ccccc1.[Cl-]
68,CCCCn1cc[n+](CC)c1,F[B-](F)(F)F,3.257678575,CCCCn1cc[n+](CC)c1.F[B-](F)(F)F
168,CCn1cc[n+](C)c1,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,2.93,CCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
149,CCCC[n+]1ccccc1,[Cl-],3.77,CCCC[n+]1ccccc1.[Cl-]
118,CCCCCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,3.3,CCCCCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21
222,COCCCn1cc[n+](C)c1,[Cl-],4.79,COCCCn1cc[n+](C)c1.[Cl-]
305,C[N+]1(Cc2ccccc2)CCOCC1,COCC(=O)[O-],3.9,C[N+]1(Cc2ccccc2)CCOCC1.COCC(=O)[O-]
307,C[N+]1(Cc2ccccc2)CCOCC1,CCCCCCCC(=O)[O-],3.22,C[N+]1(Cc2ccccc2)CCOCC1.CCCCCCCC(=O)[O-]
73,CCn1cc[n+](C)c1,COCCOCCOS(=O)(=O)[O-],3.845718018,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-]
145,CCCCCCCC[n+]1ccccc1,[Cl-],1.27,CCCCCCCC[n+]1ccccc1.[Cl-]
101,CCCCCCCC[n+]1cccc2ccccc21,F[B-](F)(F)F,0.17,CCCCCCCC[n+]1cccc2ccccc21.F[B-](F)(F)F
0,CCCCn1cc[n+](C)c1,N#C[N-]C#N,3.15,CCCCn1cc[n+](C)c1.N#C[N-]C#N
303,C[N+]1(Cc2ccccc2)CCOCC1,F[B-](F)(F)F,2.61,C[N+]1(Cc2ccccc2)CCOCC1.F[B-](F)(F)F
295,CC(=O)CCn1cc[n+](C)c1,[Br-],3.78,CC(=O)CCn1cc[n+](C)c1.[Br-]
26,CCCC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)F,3.66,CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F
210,CCOC(=O)C[N+](C)(C)CC,[Br-],3.85,CCOC(=O)C[N+](C)(C)CC.[Br-]
176,CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.61,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
77,CCCCCCCC[n+]1cccc2ccccc21,[Br-],-0.03,CCCCCCCC[n+]1cccc2ccccc21.[Br-]
276,[NH3+]CCO,O=C[O-],4.15,[NH3+]CCO.O=C[O-]
154,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.24,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
61,CCCC[n+]1ccccc1,F[P-](F)(F)(F)(F)F,3.85,CCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F
142,CCOC[N+]1(C)CCCC1,[Cl-],3.05,CCOC[N+]1(C)CCCC1.[Cl-]
98,C[N+](C)(C)CCO,O=C([O-])CO,3.89,C[N+](C)(C)CCO.O=C([O-])CO
124,COCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.38,COCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
17,CCCC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.43,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
152,C[n+]1ccn(CCCO)c1,[Cl-],4.6,C[n+]1ccn(CCCO)c1.[Cl-]
215,CCOC[N+](C)(C)CC,[Cl-],3.59,CCOC[N+](C)(C)CC.[Cl-]
131,CCCC[N+]1(C)CCCC1,F[B-](F)(F)F,2.9,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F
117,CCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,3.3,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
